n,training_time
953,16.057729721069336
954,13.60177993774414
955,15.570640563964844
956,14.141321182250977
957,16.057252883911133
958,10.516643524169922
959,16.354799270629883
960,9.96708869934082
961,12.6190185546875
962,14.249801635742188
963,18.619775772094727
964,12.78829574584961
965,20.025014877319336
966,12.631893157958984
967,14.923572540283203
968,12.646913528442383
969,15.774250030517578
970,17.06671714782715
971,12.586355209350586
972,20.076751708984375
973,13.232231140136719
974,14.61648941040039
975,10.584115982055664
976,12.063264846801758
977,9.662389755249023
978,13.61393928527832
979,12.94255256652832
980,15.32125473022461
981,11.806011199951172
982,11.571645736694336
983,11.636018753051758
984,13.567447662353516
985,12.594461441040039
986,18.06020736694336
987,11.569023132324219
988,9.66501235961914
989,11.761188507080078
990,10.604143142700195
991,14.731645584106445
992,19.05679702758789
993,10.50424575805664
994,15.503168106079102
995,14.496803283691406
996,9.50169563293457
997,21.6677188873291
998,10.514259338378906
999,17.190217971801758
1000,16.071557998657227
1001,11.544942855834961
1002,10.018110275268555
1003,12.144088745117188
1004,13.53144645690918
1005,19.577980041503906
1006,13.330698013305664
1007,13.679742813110352
1008,14.539241790771484
1009,11.096715927124023
1010,11.5814208984375
1011,15.244007110595703
1012,9.56583023071289
1013,10.178804397583008
1014,9.647130966186523
1015,13.166189193725586
1016,14.05024528503418
1017,11.133193969726562
1018,10.484695434570312
1019,10.517120361328125
1020,10.542631149291992
1021,21.94976806640625
1022,12.227296829223633
1023,12.61758804321289
1024,15.245914459228516
1025,14.273643493652344
1026,11.686563491821289
1027,11.515378952026367
1028,13.824939727783203
1029,15.746831893920898
1030,18.4173583984375
1031,14.374494552612305
1032,18.02802085876465
1033,10.663509368896484
1034,20.12801170349121
1035,15.256881713867188
1036,15.611886978149414
1037,18.81241798400879
1038,11.672496795654297
1039,9.640693664550781
1040,16.168594360351562
1041,11.597394943237305
1042,13.643026351928711
1043,25.50196647644043
1044,20.214319229125977
1045,11.576414108276367
1046,12.656211853027344
1047,12.190580368041992
1048,21.65532112121582
1049,12.566804885864258
1050,12.841463088989258
1051,15.62952995300293
1052,11.618375778198242
1053,19.182682037353516
1054,13.945579528808594
1055,14.616727828979492
1056,21.036386489868164
1057,10.61248779296875
1058,9.645938873291016
1059,14.228582382202148
1060,16.01719856262207
1061,10.530233383178711
1062,15.233278274536133
1063,11.583805084228516
1064,11.671304702758789
1065,11.071443557739258
1066,14.93382453918457
1067,13.527154922485352
1068,16.098737716674805
1069,12.09402084350586
1070,13.298273086547852
1071,10.574579238891602
1072,14.980554580688477
1073,11.548042297363281
1074,13.226747512817383
1075,11.586427688598633
1076,14.047622680664062
1077,13.514041900634766
1078,15.916824340820312
1079,9.58395004272461
1080,13.037443161010742
1081,17.02570915222168
1082,11.521339416503906
1083,12.532472610473633
1084,14.121294021606445
1085,12.047529220581055
1086,11.69586181640625
1087,11.580467224121094
1088,12.679100036621094
1089,11.591434478759766
1090,11.51728630065918
1091,10.62154769897461
1092,12.527704238891602
1093,15.483856201171875
1094,13.677120208740234
1095,12.02702522277832
1096,14.053821563720703
1097,17.87114143371582
1098,11.534452438354492
1099,11.65318489074707
1100,12.653589248657227
1101,12.660503387451172
1102,11.57379150390625
1103,11.584281921386719
1104,10.6658935546875
1105,12.513875961303711
1106,10.529756546020508
1107,14.024496078491211
1108,9.518623352050781
1109,13.544559478759766
1110,11.952638626098633
1111,11.695384979248047
1112,12.831687927246094
1113,15.171527862548828
1114,16.10398292541504
1115,10.759353637695312
1116,13.3514404296875
1117,17.49587059020996
1118,13.754844665527344
1119,11.572122573852539
1120,12.685060501098633
1121,11.633634567260742
1122,18.295764923095703
1123,14.583587646484375
1124,13.233661651611328
1125,11.67750358581543
1126,15.793561935424805
1127,13.03720474243164
1128,13.525247573852539
1129,14.512777328491211
1130,10.51950454711914
1131,10.514497756958008
1132,11.613130569458008
1133,12.513875961303711
1134,10.484933853149414
1135,13.546228408813477
1136,16.36958122253418
1137,17.46082305908203
1138,12.524843215942383
1139,13.509750366210938
1140,11.548042297363281
1141,24.101734161376953
1142,11.505126953125
1143,15.078544616699219
1144,14.542102813720703
1145,14.553070068359375
1146,13.064861297607422
1147,15.289306640625
1148,14.51563835144043
1149,12.064695358276367
1150,14.511346817016602
1151,11.510610580444336
1152,11.484861373901367
1153,14.07480239868164
1154,11.050939559936523
1155,15.05136489868164
1156,11.6729736328125
1157,12.59469985961914
1158,12.638330459594727
1159,14.760255813598633
1160,15.514373779296875
1161,12.62354850769043
1162,17.219066619873047
1163,13.658285140991211
1164,11.69896125793457
1165,16.105175018310547
1166,13.026952743530273
1167,13.116836547851562
1168,14.629364013671875
1169,13.823509216308594
1170,13.098955154418945
1171,17.542362213134766
1172,13.57412338256836
1173,13.986825942993164
1174,15.009880065917969
1175,12.526512145996094
1176,15.132427215576172
1177,12.65716552734375
1178,14.254570007324219
1179,12.654781341552734
1180,15.523910522460938
1181,13.262510299682617
1182,12.93635368347168
1183,13.272523880004883
1184,13.20648193359375
1185,14.316558837890625
1186,13.216972351074219
1187,12.604951858520508
1188,13.26441764831543
1189,14.646053314208984
1190,13.863801956176758
1191,13.576269149780273
1192,14.831781387329102
1193,11.712074279785156
1194,16.811132431030273
1195,12.356042861938477
1196,16.657352447509766
1197,12.552499771118164
1198,11.646270751953125
1199,14.307260513305664
1200,12.285709381103516
1201,17.015933990478516
1202,11.283159255981445
1203,13.22627067565918
1204,15.603780746459961
1205,14.24407958984375
1206,12.540578842163086
1207,13.51475715637207
1208,11.601924896240234
1209,14.613866806030273
1210,18.22805404663086
1211,13.493061065673828
1212,14.61029052734375
1213,12.046575546264648
1214,15.634536743164062
1215,12.623310089111328
1216,14.248371124267578
1217,15.725851058959961
1218,13.639211654663086
1219,13.260364532470703
1220,15.619993209838867
1221,16.04604721069336
1222,16.52383804321289
1223,12.615442276000977
1224,11.523962020874023
1225,15.3961181640625
1226,13.065814971923828
1227,16.438961029052734
1228,12.680768966674805
1229,12.663602828979492
1230,13.122081756591797
1231,11.658191680908203
1232,14.521598815917969
1233,14.14799690246582
1234,13.684511184692383
1235,14.264345169067383
1236,17.922401428222656
1237,13.679027557373047
1238,14.896392822265625
1239,17.090559005737305
1240,14.53089714050293
1241,16.176462173461914
1242,14.731407165527344
1243,14.032602310180664
1244,14.046907424926758
1245,15.096902847290039
1246,13.46731185913086
1247,14.402151107788086
1248,15.13218879699707
1249,12.464284896850586
1250,12.18867301940918
1251,11.252641677856445
1252,15.203475952148438
1253,13.589143753051758
1254,14.286518096923828
1255,12.54892349243164
1256,18.336772918701172
1257,18.269062042236328
1258,13.707637786865234
1259,10.616540908813477
1260,14.63937759399414
1261,13.813257217407227
1262,12.550592422485352
1263,13.540983200073242
1264,16.1898136138916
1265,16.05534553527832
1266,13.18812370300293
1267,12.515783309936523
1268,11.522769927978516
1269,14.124393463134766
1270,12.512445449829102
1271,13.510465621948242
1272,15.274763107299805
1273,14.037370681762695
1274,13.573646545410156
1275,13.637065887451172
1276,12.396097183227539
1277,18.83554458618164
1278,18.14889907836914
1279,12.747764587402344
1280,13.689041137695312
1281,19.777536392211914
1282,19.024372100830078
1283,46.80299758911133
1284,14.29128646850586
1285,14.521121978759766
1286,18.5089111328125
1287,16.073942184448242
1288,13.722658157348633
1289,12.677192687988281
1290,13.191699981689453
1291,14.162540435791016
1292,18.66292953491211
1293,16.56627655029297
1294,16.939640045166016
1295,14.598846435546875
1296,14.511346817016602
1297,27.65345573425293
1298,14.539957046508789
1299,14.548778533935547
1300,15.049219131469727
1301,13.071060180664062
1302,13.028383255004883
1303,14.52946662902832
1304,26.04842185974121
1305,16.115665435791016
1306,16.413211822509766
1307,11.730432510375977
1308,12.665271759033203
1309,16.7086124420166
1310,15.042304992675781
1311,22.959232330322266
1312,20.82228660583496
1313,12.322425842285156
1314,12.646675109863281
1315,15.376091003417969
1316,16.43991470336914
1317,15.604972839355469
1318,10.657787322998047
1319,12.631893157958984
1320,10.644674301147461
1321,13.19575309753418
1322,18.244028091430664
1323,11.480569839477539
1324,17.328739166259766
1325,13.456106185913086
1326,13.792991638183594
1327,20.180702209472656
1328,13.520479202270508
1329,12.635469436645508
1330,15.161275863647461
1331,12.609720230102539
1332,12.727975845336914
1333,14.176130294799805
1334,15.15340805053711
1335,14.16921615600586
1336,12.64047622680664
1337,13.054847717285156
1338,12.932062149047852
1339,16.3271427154541
1340,14.137983322143555
1341,15.171527862548828
1342,11.370182037353516
1343,16.587018966674805
1344,14.406442642211914
1345,15.998125076293945
